sample_id,dept_code,zone,division,section_id,section_encoded,track_type_encoded,from_km,to_km,km_span,elementary_section_id,defect_type,defect_severity_score,days_overdue,work_category,demanded_duration_mins,power_cut_required,traffic_cut_required,tower_wagon_required,traffic_density_trains_per_day,coa_available_free_slot_mins,concurrent_engg_block_available,concurrent_engg_block_overlap_pct,peak_hours_conflict,ambient_temp_factor,speed_risk_factor,urgency_score
ML-GEN-01632,"TRD","NR","DLI","NDLS-PWL",389,1,32.721,35.859,3.138,"ES-D07B","DROPPER_DEFECTIVE",0.6018,9,"PREVENTIVE_MAINT",81,1,1,0,111,76,1,0.93,0,0.537,0.594,0.6269
ML-GEN-01101,"TRD","NR","DLI","NDLS-PWL",389,0,18.902,22.959,4.056,"ES-D06B","CW_WEAR",0.4506,9,"FOOT_PATROL",52,1,1,0,89,133,0,0,0,0.369,0.528,0.5946
ML-GEN-02419,"TRD","NR","DLI","NDLS-GZB",823,1,18.42,22.886,4.466,"ES-D01B","INSULATOR_FLASHOVER",0.9293,12,"POH_SCHEDULE",102,1,1,1,156,31,1,0.84,0,0.235,0.459,0.6628
ML-GEN-01654,"TRD","WR","BCT","BVI-VR",208,1,60.395,64.379,3.984,"ES-W44A","STEADYARM_CORRODED",0.5873,14,"POH_SCHEDULE",159,1,1,1,216,30,1,0.8,1,0.885,0.423,0.6602
ML-GEN-02262,"TRD","NR","DLI","NDLS-PWL",389,0,39.41,40.478,1.068,"ES-D07B","JUMPER_HOTSPOT",0.9176,43,"DEFECT_ATTENDANCE",86,1,1,0,98,111,0,0,0,0.344,0.704,0.7175
ML-GEN-00662,"TRD","CR","BSL","KYN-BSL",386,1,400.281,401.728,1.448,"ES-C50A","CW_WEAR",0.5975,17,"AOH_SCHEDULE",205,1,1,1,98,153,1,0.94,0,0.811,0.525,0.6413
ML-GEN-01122,"TRD","ECR","DNR","DNR-PNBE",454,1,541.633,543.821,2.188,"ES-24A","INSULATOR_FLASHOVER",0.9346,15,"POH_SCHEDULE",181,1,1,1,118,86,0,0,1,0.22,0.668,0.6679
ML-GEN-01783,"TRD","WR","BCT","BVI-VR",208,0,88.217,91.217,3,"ES-W44A","DROPPER_DEFECTIVE",0.7695,9,"EMERGENCY_REPAIR",31,1,1,0,199,30,0,0,0,0.171,0.507,0.6252
ML-GEN-01665,"TRD","WR","BCT","BVI-VR",208,0,62.557,67.478,4.921,"ES-W44A","JUMPER_HOTSPOT",0.9312,40,"EMERGENCY_REPAIR",75,1,1,0,159,30,1,0.63,1,0.414,0.879,0.7314
ML-GEN-01578,"TRD","ECR","DNR","BXR-DNR",655,0,610.072,612.886,2.814,"ES-09A","INSULATOR_FLASHOVER",0.7429,9,"FOOT_PATROL",70,1,1,1,92,167,1,0.74,0,0.738,0.409,0.609
ML-GEN-01393,"TRD","CR","BSL","BSL-NGP",465,0,485.073,488.206,3.133,"ES-C53A","STEADYARM_CORRODED",0.644,13,"AOH_SCHEDULE",237,1,1,1,69,152,1,0.65,0,0.689,0.208,0.6275
ML-GEN-02120,"TRD","WR","BCT","BCT-BVI",543,1,42.897,47.445,4.548,"ES-W42A","INSULATOR_FLASHOVER",0.8574,11,"PREVENTIVE_MAINT",155,1,1,1,251,30,0,0,0,0.632,0.812,0.6631
ML-GEN-02378,"TRD","CR","BSL","BSL-NGP",465,1,505.756,507.137,1.381,"ES-C53A","CW_WEAR",0.8008,13,"DEFECT_ATTENDANCE",105,1,1,1,63,168,1,0.87,0,0.504,0.296,0.6251
ML-GEN-02128,"TRD","CR","BSL","KYN-BSL",386,1,378.807,381.479,2.672,"ES-C50B","BIRD_MENACE",0.9932,15,"EMERGENCY_REPAIR",43,1,1,0,69,138,0,0,0,0.282,0.479,0.651
ML-GEN-00521,"TRD","WR","BCT","BVI-VR",208,1,82.143,84.495,2.352,"ES-W44B","BIRD_MENACE",0.8337,16,"EMERGENCY_REPAIR",53,1,1,1,217,30,0,0,1,0.533,0.778,0.6834
ML-GEN-00572,"TRD","ECR","DNR","PNBE-RJPB",870,0,546.956,548.677,1.721,"ES-18B","DROPPER_DEFECTIVE",0.7386,10,"PREVENTIVE_MAINT",169,1,1,1,137,103,0,0,0,0.879,0.587,0.6414
ML-GEN-02184,"TRD","ECR","DNR","BXR-DNR",655,0,610.881,611.703,0.821,"ES-09A","CW_WEAR",0.7681,12,"EMERGENCY_REPAIR",30,1,1,1,110,141,1,0.84,0,0.512,0.453,0.6518
ML-GEN-01446,"TRD","WR","BCT","BCT-BVI",543,1,12.041,14.492,2.451,"ES-W42A","DROPPER_DEFECTIVE",0.7644,13,"DEFECT_ATTENDANCE",112,1,1,1,218,30,0,0,0,0.53,0.769,0.6398
ML-GEN-01626,"TRD","NR","DLI","GZB-MB",515,1,56.335,57.354,1.018,"ES-D04B","DROPPER_DEFECTIVE",0.5626,18,"AOH_SCHEDULE",215,1,1,1,146,62,1,0.9,1,0.694,0.715,0.655
ML-GEN-01247,"TRD","CR","BSL","BSL-NGP",465,1,547.435,547.99,0.555,"ES-C53B","CANTILEVER_MISALIGN",0.8051,19,"POH_SCHEDULE",115,1,1,1,78,146,1,0.89,0,0.647,0.398,0.6789
ML-GEN-02202,"TRD","ECR","DNR","BXR-DNR",655,1,612.64,615.717,3.078,"ES-09C","DROPPER_DEFECTIVE",0.4707,19,"PREVENTIVE_MAINT",76,1,1,0,113,107,1,0.97,1,0.842,0.49,0.6465
ML-GEN-00316,"TRD","WR","BCT","BVI-VR",208,0,67.477,72.05,4.572,"ES-W43A","DROPPER_DEFECTIVE",0.4438,20,"EMERGENCY_REPAIR",59,1,1,0,236,30,0,0,0,0.709,0.805,0.6442
ML-GEN-01629,"TRD","NR","DLI","NDLS-GZB",823,1,7.767,11.819,4.052,"ES-D02B","INSULATOR_FLASHOVER",0.8678,6,"EMERGENCY_REPAIR",78,1,1,1,188,30,1,0.81,0,0.617,0.582,0.6354
ML-GEN-02132,"TRD","ECR","DNR","MKA-BKP",417,1,490.717,492.528,1.811,"ES-32A","JUMPER_HOTSPOT",0.9374,17,"PREVENTIVE_MAINT",177,1,1,1,81,113,0,0,0,0.884,0.656,0.6819
ML-GEN-02200,"TRD","NR","DLI","NDLS-PWL",389,0,8.976,12.772,3.796,"ES-D06B","CW_WEAR",0.7135,7,"PREVENTIVE_MAINT",101,1,1,1,126,92,1,0.56,1,0.373,0.66,0.6179
ML-GEN-00741,"TRD","NR","DLI","NDLS-PWL",389,1,15.165,17.549,2.385,"ES-D07A","DROPPER_DEFECTIVE",0.5164,15,"DEFECT_ATTENDANCE",49,1,1,0,124,119,1,0.53,0,0.63,0.558,0.6419
ML-GEN-00840,"TRD","NR","DLI","GZB-MB",515,1,60.764,64.354,3.59,"ES-D05B","CW_WEAR",0.6401,18,"EMERGENCY_REPAIR",42,1,1,1,121,103,0,0,0,0.432,0.455,0.6293
ML-GEN-00379,"TRD","CR","BSL","BSL-NGP",465,1,659.369,663.298,3.929,"ES-C54A","CW_WEAR",0.7372,12,"AOH_SCHEDULE",138,1,1,1,57,179,1,0.54,0,0.738,0.149,0.6431
ML-GEN-01278,"TRD","CR","BSL","KYN-BSL",386,1,312.914,314.768,1.854,"ES-C51B","NEUTRAL_PTFE",0.5615,10,"POH_SCHEDULE",151,1,1,1,83,139,1,0.79,0,0.518,0.88,0.6271
ML-GEN-01267,"TRD","CR","BSL","KYN-BSL",386,0,159.01,161.81,2.8,"ES-C51B","JUMPER_HOTSPOT",0.7659,14,"POH_SCHEDULE",143,1,1,1,76,159,1,0.58,0,0.757,0.249,0.645
ML-GEN-00985,"TRD","ECR","DNR","BXR-DNR",655,1,613.917,615.291,1.374,"ES-09B","ANTICREEP_DEFECT",0.3779,10,"DEFECT_ATTENDANCE",120,1,1,1,74,146,1,0.77,0,0.864,0.484,0.616
ML-GEN-01803,"TRD","WR","BCT","BVI-VR",208,0,94.82,96.392,1.572,"ES-W43B","CW_WEAR",0.7034,12,"EMERGENCY_REPAIR",30,1,1,1,234,30,1,0.6,0,0.687,0.689,0.6383
ML-GEN-01096,"TRD","ECR","DNR","DNR-PNBE",454,0,540.762,543.052,2.29,"ES-24A","BIRD_MENACE",0.7674,10,"PREVENTIVE_MAINT",185,1,1,1,111,129,0,0,0,0.686,0.743,0.6647
ML-GEN-01185,"TRD","NR","DLI","NDLS-PWL",389,1,4.685,7.184,2.499,"ES-D07A","NEUTRAL_PTFE",0.6317,11,"FOOT_PATROL",111,1,1,1,92,139,1,0.5,0,0.791,0.588,0.6486
ML-GEN-01281,"TRD","ECR","DNR","PNBE-RJPB",870,0,546.596,547.256,0.66,"ES-19A","CW_WEAR",0.7992,41,"EMERGENCY_REPAIR",57,1,1,1,138,64,0,0,0,0.353,0.795,0.6996
ML-GEN-00511,"TRD","NR","DLI","NDLS-PWL",389,0,30.184,34.733,4.549,"ES-D06A","DROPPER_DEFECTIVE",0.5196,13,"DEFECT_ATTENDANCE",125,1,1,1,113,92,1,0.7,0,0.705,0.788,0.626
ML-GEN-01105,"TRD","NR","DLI","GZB-MB",515,1,39.368,40.68,1.312,"ES-D04A","INSULATOR_FLASHOVER",0.7563,11,"FOOT_PATROL",52,1,1,1,124,85,1,0.64,0,0.685,0.663,0.6413
ML-GEN-00540,"TRD","NR","DLI","NDLS-PWL",389,1,4.407,7.822,3.415,"ES-D07B","NEUTRAL_PTFE",0.5806,8,"POH_SCHEDULE",139,1,1,1,112,137,0,0,1,0.633,0.607,0.6117
ML-GEN-00386,"TRD","ECR","DNR","DNR-PNBE",454,0,541.823,542.687,0.864,"ES-25B","INSULATOR_FLASHOVER",0.774,15,"DEFECT_ATTENDANCE",52,1,1,1,129,85,1,0.62,1,0.152,0.775,0.6252
ML-GEN-00353,"TRD","NR","DLI","GZB-MB",515,1,46.756,47.572,0.816,"ES-D05A","JUMPER_HOTSPOT",0.7809,86,"FOOT_PATROL",97,1,1,1,127,96,1,0.52,0,0.249,0.769,0.8034
ML-GEN-02241,"TRD","WR","BCT","BCT-BVI",543,0,12.117,15.041,2.924,"ES-W42A","CANTILEVER_MISALIGN",0.7628,17,"POH_SCHEDULE",213,1,1,1,285,30,1,0.66,0,0.762,0.444,0.6504
ML-GEN-01574,"TRD","ECR","DNR","MKA-BKP",417,0,489.883,490.709,0.826,"ES-32A","DROPPER_DEFECTIVE",0.6141,12,"EMERGENCY_REPAIR",70,1,1,0,84,166,0,0,0,0.483,0.851,0.6383
ML-GEN-00650,"TRD","CR","BSL","KYN-BSL",386,1,308.56,311.651,3.091,"ES-C51B","JUMPER_HOTSPOT",0.7443,11,"EMERGENCY_REPAIR",88,1,1,1,88,148,1,0.68,0,0.811,0.626,0.6271
ML-GEN-01719,"TRD","ECR","DNR","BXR-DNR",655,1,610.346,612.639,2.293,"ES-09B","INSULATOR_FLASHOVER",0.6746,18,"POH_SCHEDULE",138,1,1,1,86,157,0,0,0,0.878,0.852,0.6428
ML-GEN-00946,"TRD","NR","DLI","NDLS-PWL",389,0,24.249,29.248,4.999,"ES-D06A","CW_WEAR",0.4389,10,"PREVENTIVE_MAINT",51,1,0,0,103,104,1,0.57,1,0.702,0.733,0.6382
ML-GEN-01765,"TRD","NR","DLI","GZB-MB",515,0,32.202,36.028,3.826,"ES-D05A","CW_WEAR",0.8272,10,"AOH_SCHEDULE",186,1,1,1,153,76,1,0.78,0,0.306,0.549,0.6236
ML-GEN-02259,"TRD","WR","BCT","BCT-BVI",543,0,14.469,18.314,3.844,"ES-W42A","DROPPER_DEFECTIVE",0.6351,9,"DEFECT_ATTENDANCE",149,1,1,1,230,30,1,0.5,0,0.121,0.453,0.5989
ML-GEN-00479,"TRD","WR","BCT","BCT-BVI",543,0,18.972,23.072,4.101,"ES-W40B","INSULATOR_FLASHOVER",0.6829,12,"POH_SCHEDULE",108,1,1,1,252,30,1,0.79,0,0.703,0.5,0.6304
ML-GEN-00558,"TRD","WR","BCT","BVI-VR",208,0,102.81,106.503,3.693,"ES-W43B","ANTICREEP_DEFECT",0.622,68,"DEFECT_ATTENDANCE",70,1,1,1,215,30,1,0.73,0,0.295,0.403,0.7479
ML-GEN-00620,"TRD","NR","DLI","GZB-MB",515,1,41.48,44.429,2.95,"ES-D04B","CANTILEVER_MISALIGN",0.7307,13,"EMERGENCY_REPAIR",42,1,1,1,113,64,0,0,0,0.254,0.683,0.6551
ML-GEN-01672,"TRD","NR","DLI","NDLS-GZB",823,0,4.651,6.47,1.819,"ES-D03A","DROPPER_DEFECTIVE",0.7171,7,"POH_SCHEDULE",130,1,1,1,188,30,1,0.86,1,0.778,0.402,0.6231
ML-GEN-01652,"TRD","NR","DLI","NDLS-GZB",823,1,17.119,20.139,3.02,"ES-D03A","INSULATOR_FLASHOVER",0.801,9,"AOH_SCHEDULE",173,1,1,1,183,30,1,0.85,0,0.355,0.6,0.6705
ML-GEN-02156,"TRD","ECR","DNR","MKA-BKP",417,1,489.172,490.261,1.088,"ES-32A","DROPPER_DEFECTIVE",0.6992,63,"EMERGENCY_REPAIR",63,1,1,0,82,172,0,0,0,0.301,0.727,0.764
ML-GEN-00378,"TRD","WR","BCT","BCT-BVI",543,1,1.4,2.97,1.57,"ES-W41B","CW_WEAR",0.6208,11,"PREVENTIVE_MAINT",155,1,1,1,252,30,0,0,1,0.537,0.447,0.6169
ML-GEN-01882,"TRD","WR","BCT","BVI-VR",208,0,57.251,60.07,2.819,"ES-W44B","DROPPER_DEFECTIVE",0.5362,14,"POH_SCHEDULE",107,1,1,1,192,30,1,0.88,0,0.144,0.889,0.6301
ML-GEN-01634,"TRD","CR","BSL","KYN-BSL",386,1,180.748,183.934,3.186,"ES-C51B","BIRD_MENACE",0.7515,14,"POH_SCHEDULE",168,1,1,1,81,168,0,0,0,0.81,0.826,0.6618
ML-GEN-00465,"TRD","WR","BCT","BCT-BVI",543,1,0.128,0.926,0.799,"ES-W40A","CW_WEAR",0.4935,16,"AOH_SCHEDULE",212,1,1,1,270,30,0,0,1,0.737,0.858,0.6254
ML-GEN-01670,"TRD","ECR","DNR","MKA-BKP",417,1,489.634,491.721,2.087,"ES-31A","CW_WEAR",0.4617,14,"FOOT_PATROL",108,1,1,1,82,153,0,0,0,0.858,0.575,0.6294
ML-GEN-01329,"TRD","CR","BSL","BSL-NGP",465,0,647.681,650.133,2.452,"ES-C54B","DROPPER_DEFECTIVE",0.6102,11,"FOOT_PATROL",84,1,1,0,68,153,0,0,0,0.307,0.287,0.6229
ML-GEN-01207,"TRD","CR","BSL","BSL-NGP",465,1,776.434,780.89,4.457,"ES-C54B","CW_WEAR",0.8963,13,"AOH_SCHEDULE",191,1,1,1,69,169,0,0,0,0.503,0.193,0.6476
ML-GEN-01110,"TRD","ECR","DNR","MKA-BKP",417,1,489.374,491.04,1.665,"ES-31B","DROPPER_DEFECTIVE",0.6087,16,"EMERGENCY_REPAIR",61,1,1,1,64,175,1,0.98,0,0.776,0.23,0.6362
ML-GEN-00614,"TRD","NR","DLI","GZB-MB",515,1,42.626,47.552,4.926,"ES-D05B","INSULATOR_FLASHOVER",0.8745,10,"FOOT_PATROL",68,1,1,1,137,62,1,0.96,0,0.147,0.883,0.6401
ML-GEN-01229,"TRD","CR","BSL","KYN-BSL",386,0,398.571,402.56,3.989,"ES-C51B","CW_WEAR",0.7031,9,"PREVENTIVE_MAINT",153,1,1,1,75,122,0,0,0,0.297,0.105,0.6017
ML-GEN-00717,"TRD","ECR","DNR","BXR-DNR",655,1,610.027,610.922,0.895,"ES-09B","STEADYARM_CORRODED",0.4343,13,"DEFECT_ATTENDANCE",124,1,1,1,87,127,0,0,0,0.869,0.557,0.6293
ML-GEN-01995,"TRD","NR","DLI","NDLS-PWL",389,0,32.302,32.986,0.684,"ES-D06A","DROPPER_DEFECTIVE",0.4357,8,"FOOT_PATROL",94,1,1,1,112,122,0,0,0,0.614,0.492,0.6117
ML-GEN-00526,"TRD","NR","DLI","GZB-MB",515,1,50.568,52.245,1.678,"ES-D04A","CANTILEVER_MISALIGN",0.6869,12,"AOH_SCHEDULE",154,1,1,1,108,127,1,0.59,0,0.782,0.863,0.6482
ML-GEN-02032,"TRD","CR","BSL","BSL-NGP",465,0,518.919,520.008,1.089,"ES-C53B","JUMPER_HOTSPOT",0.8216,11,"POH_SCHEDULE",114,1,1,1,73,170,0,0,0,0.402,0.388,0.6288
ML-GEN-00575,"TRD","WR","BCT","BCT-BVI",543,1,44.008,48.601,4.593,"ES-W40B","JUMPER_HOTSPOT",0.8582,10,"POH_SCHEDULE",188,1,1,1,184,30,0,0,0,0.805,0.504,0.6501
ML-GEN-01407,"TRD","CR","BSL","BSL-NGP",465,1,723.877,728.872,4.994,"ES-C53A","CW_WEAR",0.3935,10,"FOOT_PATROL",64,1,1,0,78,164,1,0.6,0,0.804,0.227,0.608
ML-GEN-01797,"TRD","NR","DLI","NDLS-PWL",389,0,15.453,18.385,2.932,"ES-D06A","CW_WEAR",0.8529,9,"DEFECT_ATTENDANCE",124,1,1,1,120,99,0,0,0,0.148,0.689,0.65
ML-GEN-00756,"TRD","CR","BSL","KYN-BSL",386,1,334.529,338.193,3.664,"ES-C51A","DROPPER_DEFECTIVE",0.5888,11,"DEFECT_ATTENDANCE",129,1,1,1,86,115,0,0,0,0.418,0.494,0.6252
ML-GEN-02462,"TRD","ECR","DNR","MKA-BKP",417,0,490.713,492.925,2.212,"ES-31A","DROPPER_DEFECTIVE",0.6526,17,"FOOT_PATROL",89,1,1,1,96,138,0,0,0,0.58,0.518,0.6259
ML-GEN-00496,"TRD","WR","BCT","BCT-BVI",543,1,34.363,38.815,4.452,"ES-W40B","INSULATOR_FLASHOVER",0.5954,13,"PREVENTIVE_MAINT",121,1,1,1,237,30,0,0,0,0.315,0.466,0.6075
ML-GEN-02193,"TRD","NR","DLI","NDLS-PWL",389,0,10.823,13.601,2.778,"ES-D06B","ANTICREEP_DEFECT",0.3669,9,"FOOT_PATROL",81,1,1,0,111,107,1,0.53,0,0.537,0.566,0.6027
ML-GEN-01798,"TRD","WR","BCT","BCT-BVI",543,1,11.724,13.181,1.456,"ES-W41B","CW_WEAR",0.5131,12,"DEFECT_ATTENDANCE",95,1,1,1,305,30,0,0,1,0.502,0.816,0.6256
ML-GEN-00855,"TRD","ECR","DNR","MKA-BKP",417,0,491.133,491.983,0.85,"ES-31B","ANTICREEP_DEFECT",0.5281,17,"AOH_SCHEDULE",155,1,1,1,78,136,1,0.78,0,0.189,0.417,0.6108
ML-GEN-00737,"TRD","WR","BCT","BCT-BVI",543,0,10.685,13.071,2.386,"ES-W40B","DROPPER_DEFECTIVE",0.8426,12,"DEFECT_ATTENDANCE",124,1,1,1,252,30,0,0,0,0.795,0.663,0.6699
ML-GEN-02231,"TRD","NR","DLI","NDLS-GZB",823,0,26.43,27.351,0.921,"ES-D02A","CW_WEAR",0.7131,16,"POH_SCHEDULE",189,1,1,1,195,30,1,0.6,0,0.605,0.821,0.6572
ML-GEN-01735,"TRD","CR","BSL","BSL-NGP",465,1,776.67,778.332,1.662,"ES-C54A","DROPPER_DEFECTIVE",0.4473,5,"FOOT_PATROL",98,1,1,1,78,94,1,0.8,0,0.837,0.168,0.6034
ML-GEN-00740,"TRD","CR","BSL","BSL-NGP",465,1,549.037,554.028,4.991,"ES-C53A","NEUTRAL_PTFE",0.7524,12,"AOH_SCHEDULE",179,1,1,1,50,203,1,0.67,0,0.471,0.248,0.639
ML-GEN-00391,"TRD","NR","DLI","GZB-MB",515,1,32.018,32.655,0.637,"ES-D04B","DROPPER_DEFECTIVE",0.4361,10,"PREVENTIVE_MAINT",54,1,0,0,125,112,1,0.88,0,0.4,0.592,0.5941
ML-GEN-00738,"TRD","WR","BCT","BCT-BVI",543,0,5.967,9.22,3.253,"ES-W40A","BIRD_MENACE",0.8324,12,"FOOT_PATROL",50,1,1,1,283,30,1,0.89,0,0.477,0.545,0.6408
ML-GEN-00656,"TRD","NR","DLI","GZB-MB",515,0,61.016,63.389,2.373,"ES-D04A","BIRD_MENACE",0.9565,5,"AOH_SCHEDULE",222,1,1,1,142,80,1,0.83,1,0.45,0.562,0.6049
ML-GEN-00369,"TRD","WR","BCT","BCT-BVI",543,1,30.507,31.338,0.831,"ES-W41A","JUMPER_HOTSPOT",0.8504,9,"FOOT_PATROL",73,1,1,0,254,30,1,0.97,1,0.459,0.445,0.6529
ML-GEN-00340,"TRD","CR","BSL","BSL-NGP",465,1,653.504,654.482,0.977,"ES-C53A","DROPPER_DEFECTIVE",0.5491,10,"FOOT_PATROL",67,1,1,0,59,228,1,0.63,0,0.9,0.392,0.6241
ML-GEN-00157,"TRD","NR","DLI","NDLS-GZB",823,0,15.241,17.766,2.525,"ES-D01B","DROPPER_DEFECTIVE",0.4274,8,"FOOT_PATROL",64,1,1,0,192,30,1,0.97,0,0.343,0.679,0.6075
ML-GEN-02148,"TRD","NR","DLI","NDLS-PWL",389,1,48.437,52.926,4.489,"ES-D06B","INSULATOR_FLASHOVER",0.7227,11,"FOOT_PATROL",89,1,1,1,107,113,1,0.68,1,0.377,0.439,0.6071
ML-GEN-00763,"TRD","NR","DLI","NDLS-PWL",389,1,6.854,11.4,4.545,"ES-D06A","BIRD_MENACE",0.9067,16,"FOOT_PATROL",63,1,1,1,123,115,1,0.95,1,0.791,0.673,0.7051
ML-GEN-00112,"TRD","ECR","DNR","BXR-DNR",655,0,613.447,614.474,1.027,"ES-09A","NEUTRAL_PTFE",0.6236,13,"PREVENTIVE_MAINT",147,1,1,1,85,163,1,0.9,0,0.511,0.451,0.6205
ML-GEN-01112,"TRD","ECR","DNR","MKA-BKP",417,0,490.506,492.775,2.269,"ES-31A","CW_WEAR",0.8248,11,"AOH_SCHEDULE",179,1,1,1,87,127,1,0.97,0,0.147,0.854,0.6484
ML-GEN-00126,"TRD","NR","DLI","NDLS-PWL",389,1,30.691,31.766,1.075,"ES-D07A","CW_WEAR",0.8264,9,"POH_SCHEDULE",208,1,1,1,103,82,1,0.85,0,0.119,0.627,0.6338
ML-GEN-02176,"TRD","CR","BSL","KYN-BSL",386,0,416.62,419.51,2.89,"ES-C51A","NEUTRAL_PTFE",0.5698,13,"AOH_SCHEDULE",145,1,1,1,84,127,0,0,0,0.445,0.564,0.6221
ML-GEN-01179,"TRD","CR","BSL","BSL-NGP",465,0,705.503,708.278,2.774,"ES-C54B","CW_WEAR",0.6933,16,"PREVENTIVE_MAINT",130,1,1,1,76,160,0,0,0,0.24,0.27,0.6181
ML-GEN-01693,"TRD","CR","BSL","BSL-NGP",465,1,597.804,598.639,0.835,"ES-C53B","INSULATOR_FLASHOVER",0.6187,9,"AOH_SCHEDULE",208,1,1,1,75,159,1,0.86,0,0.75,0.201,0.6065
ML-GEN-02245,"TRD","ECR","DNR","BXR-DNR",655,0,611.168,612.502,1.334,"ES-09C","CANTILEVER_MISALIGN",0.6483,13,"EMERGENCY_REPAIR",71,1,1,1,85,123,1,0.79,0,0.197,0.666,0.6383
ML-GEN-00093,"TRD","CR","BSL","KYN-BSL",386,0,118.994,121.778,2.784,"ES-C51A","CANTILEVER_MISALIGN",0.7654,11,"POH_SCHEDULE",136,1,1,1,104,120,1,0.72,0,0.22,0.851,0.6248
ML-GEN-02040,"TRD","NR","DLI","NDLS-PWL",389,1,37.665,42.04,4.375,"ES-D06A","INSULATOR_FLASHOVER",0.8115,15,"PREVENTIVE_MAINT",66,1,1,1,101,107,1,0.52,0,0.496,0.816,0.6514
ML-GEN-01572,"TRD","CR","BSL","BSL-NGP",465,1,793.349,797.199,3.85,"ES-C54B","NEUTRAL_PTFE",0.643,23,"DEFECT_ATTENDANCE",144,1,1,1,73,129,0,0,0,0.417,0.465,0.6513
ML-GEN-00143,"TRD","ECR","DNR","MKA-BKP",417,0,489.915,490.732,0.817,"ES-31A","JUMPER_HOTSPOT",0.8872,79,"AOH_SCHEDULE",126,1,1,1,94,115,1,0.55,0,0.609,0.784,0.803
ML-GEN-02065,"TRD","WR","BCT","BCT-BVI",543,0,2.85,5.369,2.519,"ES-W41B","DROPPER_DEFECTIVE",0.4806,10,"AOH_SCHEDULE",192,1,1,1,251,30,0,0,0,0.425,0.899,0.6049
ML-GEN-00945,"TRD","WR","BCT","BCT-BVI",543,1,4.394,6.204,1.81,"ES-W40A","CANTILEVER_MISALIGN",0.8451,8,"POH_SCHEDULE",174,1,1,1,310,30,1,0.69,1,0.601,0.829,0.655
ML-GEN-00079,"TRD","CR","BSL","KYN-BSL",386,1,249.399,252.967,3.569,"ES-C51B","INSULATOR_FLASHOVER",1,19,"PREVENTIVE_MAINT",56,1,1,1,92,111,1,0.53,0,0.698,0.738,0.6991
ML-GEN-02188,"TRD","WR","BCT","BCT-BVI",543,1,20.391,21.514,1.123,"ES-W41B","DROPPER_DEFECTIVE",0.8035,10,"EMERGENCY_REPAIR",62,1,1,1,302,30,1,0.69,0,0.793,0.595,0.6279
ML-GEN-02215,"TRD","ECR","DNR","MKA-BKP",417,0,489.824,490.794,0.97,"ES-32A","ANTICREEP_DEFECT",0.5984,14,"EMERGENCY_REPAIR",85,1,1,1,97,137,0,0,0,0.509,0.651,0.6268
ML-GEN-02145,"TRD","CR","BSL","BSL-NGP",465,0,650.902,654.929,4.027,"ES-C53B","JUMPER_HOTSPOT",0.727,13,"PREVENTIVE_MAINT",85,1,1,1,72,142,1,0.68,0,0.627,0.465,0.6258
ML-GEN-01948,"TRD","CR","BSL","BSL-NGP",465,1,573.645,576.294,2.649,"ES-C54A","INSULATOR_FLASHOVER",0.9731,9,"PREVENTIVE_MAINT",118,1,1,1,75,126,1,0.88,0,0.268,0.228,0.6393
ML-GEN-02263,"TRD","CR","BSL","KYN-BSL",386,1,169.131,171.74,2.609,"ES-C51A","CW_WEAR",0.4674,53,"PREVENTIVE_MAINT",107,1,1,1,97,85,0,0,0,0.809,0.882,0.733
ML-GEN-02410,"TRD","ECR","DNR","DNR-PNBE",454,1,540.23,542.283,2.053,"ES-24A","JUMPER_HOTSPOT",0.8528,16,"DEFECT_ATTENDANCE",93,1,1,1,106,101,0,0,0,0.851,0.57,0.6795
ML-GEN-01751,"TRD","NR","DLI","NDLS-PWL",389,0,7.815,10.576,2.761,"ES-D06A","ANTICREEP_DEFECT",0.5428,12,"FOOT_PATROL",67,1,1,1,113,62,1,0.74,0,0.893,0.603,0.6527
ML-GEN-02149,"TRD","CR","BSL","BSL-NGP",465,1,795.948,798.051,2.103,"ES-C53A","CW_WEAR",0.4098,15,"DEFECT_ATTENDANCE",131,1,1,1,67,177,0,0,0,0.859,0.147,0.6174
ML-GEN-00679,"TRD","NR","DLI","NDLS-GZB",823,0,21.027,23.824,2.796,"ES-D03A","CANTILEVER_MISALIGN",0.6293,12,"DEFECT_ATTENDANCE",30,1,0,1,167,73,1,0.64,0,0.804,0.66,0.6274
ML-GEN-01287,"TRD","ECR","DNR","MKA-BKP",417,1,490.065,492.121,2.056,"ES-31A","INSULATOR_FLASHOVER",0.6866,12,"PREVENTIVE_MAINT",132,1,1,1,92,169,0,0,0,0.252,0.529,0.6287
ML-GEN-01865,"TRD","NR","DLI","NDLS-GZB",823,1,11.692,12.932,1.24,"ES-D02A","DROPPER_DEFECTIVE",0.5656,15,"EMERGENCY_REPAIR",99,1,1,1,169,30,0,0,1,0.759,0.467,0.6152
ML-GEN-01416,"TRD","CR","BSL","BSL-NGP",465,1,791.837,796.631,4.794,"ES-C53A","DROPPER_DEFECTIVE",0.7523,8,"POH_SCHEDULE",165,1,1,1,77,145,1,0.61,0,0.425,0.203,0.5866
ML-GEN-00325,"TRD","WR","BCT","BCT-BVI",543,0,37.974,39.518,1.544,"ES-W40B","CANTILEVER_MISALIGN",0.7413,20,"AOH_SCHEDULE",196,1,1,1,290,30,0,0,0,0.729,0.853,0.669
