"project_id","project_title","category","station_code","division","zone_code","zone_name","sanction_reference","sanction_year","estimated_cost_crores","physical_progress_pct","financial_progress_pct","ni_block_hours","pre_ni_shadow_blocks","twr_approved","crs_sanction_ref","sr_dso_clearance","target_commissioning_date","ni_status","bdms_ni_demand_id","transfer_status","trains_cancelled","trains_diverted","trains_short_terminated","mega_block_start_date","mega_block_end_date","project_manager","contractor","works_programme_ref","latitude","longitude"
"PB-WCR-00060","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Secunderabad Jn","Bhopal","WCR","West Central Railway","Pink Book Item 2023-24","2023-24",26.19,23,9,60,13,FALSE,"CRS/WCR/545/2026",FALSE,"2028-12-20","Commissioned",,"Pending Transfer",0,0,0,,,"Pravin Patil (DSTE/Bhopal)","Thales India","WP/WCR/2023-24/55",14.52,69.72
"PB-ECoR-00061","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Jabalpur Jn","Khurda Road","ECoR","East Coast Railway","Pink Book Item 2022-23","2022-23",90.94,27,12,36,29,FALSE,"CRS/ECoR/176/2026",FALSE,"2027-08-10","NI In Progress","BDMS-NI-2026-ECoR-00061","Transferred to BDMS",11,24,1,"2026-08-06","2026-09-09","Rajan Pillai (DSTE/Khurda Road)","L&T","WP/ECoR/2022-23/110",15.53,88.53
"PB-SCR-00062","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Secunderabad Jn","Guntakal","SCR","South Central Railway","LAW Sanction Item 2024-25","2024-25",15.97,42,44,12,23,FALSE,"CRS/SCR/371/2026",TRUE,"2028-02-01","NI In Progress","BDMS-NI-2026-SCR-00062","Transferred to BDMS",33,13,3,"2026-08-15","2026-09-12","Pradeep Singh (DSTE/Guntakal)","Siemens Rail","WP/SCR/2024-25/121",22.67,86.78
"PB-NCR-00063","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Visakhapatnam","Jhansi","NCR","North Central Railway","Pink Book Item 2025-26","2025-26",22.61,26,30,48,8,FALSE,"CRS/NCR/955/2026",FALSE,"2027-05-11","NI In Progress","BDMS-NI-2026-NCR-00063","Transferred to BDMS",47,14,10,"2026-08-26","2026-09-07","Govind Ram (DSTE/Jhansi)","HBL","WP/NCR/2025-26/185",12.2,90.93
"PB-SCR-00064","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Thiruvananthapuram","Guntur","SCR","South Central Railway","LAW Sanction Item 2023-24","2023-24",20.28,88,78,24,27,TRUE,"CRS/SCR/261/2026",TRUE,"2026-12-24","NI In Progress","BDMS-NI-2026-SCR-00064","Transferred to BDMS",14,9,9,"2026-08-21","2026-09-06","Baldev Arora (DSTE/Guntur)","L&T","WP/SCR/2023-24/190",13.97,78.1
"PB-NER-00065","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Surat","Izzatnagar","NER","North Eastern Railway","LAW Sanction Item 2022-23","2022-23",12.64,8,8,24,21,FALSE,"CRS/NER/451/2026",FALSE,"2028-05-22","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Raghav Pandey (DSTE/Izzatnagar)","HBL","WP/NER/2022-23/69",24.22,85.38
"PB-NWR-00066","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Pune Jn","Bikaner","NWR","North Western Railway","Pink Book Item 2023-24","2023-24",33.96,34,44,60,23,FALSE,"CRS/NWR/368/2026",FALSE,"2028-07-03","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Rakesh Jha (DSTE/Bikaner)","Medha Servo","WP/NWR/2023-24/191",24.86,96.23
"PB-KRCL-00067","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","New Delhi","Karwar","KRCL","Konkan Railway","Pink Book Item 2025-26","2025-26",79.68,5,3,36,17,FALSE,"CRS/KRCL/466/2026",FALSE,"2028-10-19","Sanctioned (Awaiting NI)","BDMS-NI-2026-KRCL-00067","Transferred to BDMS",0,0,0,,,"Mohit Pandey (DSTE/Karwar)","RITES","WP/KRCL/2025-26/87",11.86,89.23
"PB-ER-00068","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Manmad Jn","Asansol","ER","Eastern Railway","Pink Book Item 2023-24","2023-24",51.77,44,36,36,13,FALSE,"CRS/ER/791/2026",TRUE,"2027-04-01","Commissioned",,"Pending Transfer",0,0,0,,,"Ganesh Iyer (DSTE/Asansol)","Siemens Rail","WP/ER/2023-24/35",28.36,83.82
"PB-SCR-00069","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Secunderabad Jn","Secunderabad","SCR","South Central Railway","Pink Book Item 2025-26","2025-26",32.08,47,36,48,27,FALSE,"CRS/SCR/524/2026",TRUE,"2027-02-22","Commissioned",,"Pending Transfer",0,0,0,,,"Om Prakash (DSTE/Secunderabad)","RVNL","WP/SCR/2025-26/22",32.58,86.49
"PB-NFR-00070","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Secunderabad Jn","Tinsukia","NFR","Northeast Frontier Railway","Pink Book Item 2022-23","2022-23",24.14,93,91,60,22,TRUE,"CRS/NFR/731/2026",TRUE,"2026-12-25","Pre-NI Staging","BDMS-NI-2026-NFR-00070","Transferred to BDMS",0,0,0,,,"Manoj Verma (DSTE/Tinsukia)","L&T","WP/NFR/2022-23/142",13.1,93.02
"PB-SWR-00071","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Mumbai CST","Mysuru","SWR","South Western Railway","Pink Book Item 2023-24","2023-24",27.52,36,45,48,8,FALSE,"CRS/SWR/365/2026",FALSE,"2027-04-30","Commissioned","BDMS-NI-2026-SWR-00071","Transferred to BDMS",0,0,0,,,"Vikram Patel (DSTE/Mysuru)","IRCON","WP/SWR/2023-24/137",27.16,81.65
"PB-SECR-00072","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Wadi Jn","Raipur","SECR","South East Central Railway","Pink Book Item 2023-24","2023-24",68.57,53,61,36,16,TRUE,"CRS/SECR/705/2026",TRUE,"2028-12-09","Sanctioned (Awaiting NI)","BDMS-NI-2026-SECR-00072","Transferred to BDMS",0,0,0,,,"Santosh Nair (DSTE/Raipur)","Siemens Rail","WP/SECR/2023-24/25",13.93,79.76
"PB-WR-00073","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Visakhapatnam","Mumbai Central","WR","Western Railway","LAW Sanction Item 2023-24","2023-24",17.19,22,28,12,5,FALSE,"CRS/WR/317/2026",FALSE,"2028-04-10","NI In Progress","BDMS-NI-2026-WR-00073","Transferred to BDMS",33,17,11,"2026-08-26","2026-09-10","Rajesh Kumar (DSTE/Mumbai Central)","Siemens Rail","WP/WR/2023-24/114",12.8,77.64
"PB-SR-00074","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Jodhpur Jn","Trivandrum","SR","Southern Railway","Pink Book Item 2023-24","2023-24",57.21,53,53,36,9,TRUE,"CRS/SR/916/2026",TRUE,"2027-10-29","Pre-NI Staging","BDMS-NI-2026-SR-00074","Transferred to BDMS",0,0,0,,,"Krishna Murthy (DSTE/Trivandrum)","Thales India","WP/SR/2023-24/84",18.03,73.23
"PB-KRCL-00075","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Ranchi Jn","Madgaon","KRCL","Konkan Railway","Pink Book Item 2023-24","2023-24",19.43,41,35,60,16,FALSE,"CRS/KRCL/710/2026",TRUE,"2027-04-16","Delayed / Revised",,"Pending Transfer",0,0,0,,,"Govind Ram (DSTE/Madgaon)","Medha Servo","WP/KRCL/2023-24/88",8.62,90.19
"PB-WR-00076","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Nanded","Ratlam","WR","Western Railway","Pink Book Item 2023-24","2023-24",50.67,26,11,48,18,FALSE,"CRS/WR/687/2026",FALSE,"2026-12-27","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Dinesh Prasad (DSTE/Ratlam)","IRCON","WP/WR/2023-24/87",25.99,90.55
"PB-KRCL-00077","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Bhopal Jn","Ratnagiri","KRCL","Konkan Railway","Pink Book Item 2022-23","2022-23",19.98,27,23,72,25,FALSE,"CRS/KRCL/517/2026",FALSE,"2027-05-28","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Krishna Murthy (DSTE/Ratnagiri)","Alstom India","WP/KRCL/2022-23/166",30.89,87.74
"PB-ER-00078","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Jammu Tawi","Malda","ER","Eastern Railway","Pink Book Item 2025-26","2025-26",64.87,14,13,36,14,FALSE,"CRS/ER/344/2026",FALSE,"2026-09-14","Delayed / Revised","BDMS-NI-2026-ER-00078","Transferred to BDMS",0,0,0,,,"Sunil Das (DSTE/Malda)","RITES","WP/ER/2025-26/121",14.86,80.87
"PB-ECR-00079","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Manmad Jn","Samastipur","ECR","East Central Railway","Pink Book Item 2025-26","2025-26",23.71,69,79,48,13,TRUE,"CRS/ECR/954/2026",TRUE,"2028-09-01","Sanctioned (Awaiting NI)","BDMS-NI-2026-ECR-00079","Transferred to BDMS",0,0,0,,,"Rajan Pillai (DSTE/Samastipur)","RVNL","WP/ECR/2025-26/62",19.35,93.2
"PB-ECR-00080","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Guwahati","Dhanbad","ECR","East Central Railway","Pink Book Item 2023-24","2023-24",26.11,23,29,60,10,FALSE,"CRS/ECR/851/2026",FALSE,"2028-08-16","Commissioned","BDMS-NI-2026-ECR-00080","Transferred to BDMS",0,0,0,,,"Tapan Roy (DSTE/Dhanbad)","RVNL","WP/ECR/2023-24/156",31.75,74.71
"PB-WR-00081","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Patna Jn","Bhavnagar","WR","Western Railway","Pink Book Item 2023-24","2023-24",20.33,62,56,48,16,TRUE,"CRS/WR/432/2026",TRUE,"2027-05-25","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Vikram Patel (DSTE/Bhavnagar)","RITES","WP/WR/2023-24/187",23.03,74.6
"PB-NFR-00082","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Pune Jn","Tinsukia","NFR","Northeast Frontier Railway","Pink Book Item 2022-23","2022-23",28.55,4,13,72,10,FALSE,"CRS/NFR/875/2026",FALSE,"2027-12-15","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Ajay Thakur (DSTE/Tinsukia)","IRCON","WP/NFR/2022-23/70",18.34,72.78
"PB-NCR-00083","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Bhopal Jn","Agra","NCR","North Central Railway","Pink Book Item 2025-26","2025-26",36.2,79,82,72,6,TRUE,"CRS/NCR/270/2026",TRUE,"2028-08-02","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Rajan Pillai (DSTE/Agra)","RVNL","WP/NCR/2025-26/28",12.64,96.05
"PB-NFR-00084","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Katni Jn","Alipurduar","NFR","Northeast Frontier Railway","Pink Book Item 2022-23","2022-23",69.76,58,46,36,25,TRUE,"CRS/NFR/608/2026",TRUE,"2028-10-15","Delayed / Revised",,"Pending Transfer",0,0,0,,,"Jagdish Lal (DSTE/Alipurduar)","Medha Servo","WP/NFR/2022-23/14",31.41,72.55
"PB-NER-00085","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Nagpur Jn","Lucknow","NER","North Eastern Railway","LAW Sanction Item 2024-25","2024-25",12.13,95,80,12,22,TRUE,"CRS/NER/439/2026",TRUE,"2026-12-19","Pre-NI Staging","BDMS-NI-2026-NER-00085","Transferred to BDMS",0,0,0,,,"Mohit Pandey (DSTE/Lucknow)","IRCON","WP/NER/2024-25/32",10.61,86.74
"PB-WR-00086","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Nanded","Bhavnagar","WR","Western Railway","Pink Book Item 2022-23","2022-23",48.25,82,90,48,28,TRUE,"CRS/WR/143/2026",TRUE,"2026-09-30","Sanctioned (Awaiting NI)","BDMS-NI-2026-WR-00086","Transferred to BDMS",0,0,0,,,"Ajay Thakur (DSTE/Bhavnagar)","IRCON","WP/WR/2022-23/8",25.9,73.29
"PB-ECR-00087","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Ambala Cantt","Danapur","ECR","East Central Railway","LAW Sanction Item 2023-24","2023-24",22.46,82,91,24,26,TRUE,"CRS/ECR/506/2026",TRUE,"2027-03-22","Pre-NI Staging","BDMS-NI-2026-ECR-00087","Transferred to BDMS",0,0,0,,,"Naveen Kulkarni (DSTE/Danapur)","RVNL","WP/ECR/2023-24/38",25.11,75.22
"PB-NCR-00088","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Howrah Jn","Jhansi","NCR","North Central Railway","Pink Book Item 2024-25","2024-25",34.53,25,34,60,5,FALSE,"CRS/NCR/998/2026",FALSE,"2027-10-29","Commissioned","BDMS-NI-2026-NCR-00088","Transferred to BDMS",0,0,0,,,"Naveen Kulkarni (DSTE/Jhansi)","Siemens Rail","WP/NCR/2024-25/184",12.49,91.7
"PB-WR-00089","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Ratlam Jn","Ahmedabad","WR","Western Railway","LAW Sanction Item 2022-23","2022-23",17.76,58,48,24,5,TRUE,"CRS/WR/363/2026",TRUE,"2028-02-01","Commissioned",,"Pending Transfer",0,0,0,,,"Deepak Chauhan (DSTE/Ahmedabad)","Alstom India","WP/WR/2022-23/61",15.65,82.04
"PB-ER-00090","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Ajmer Jn","Howrah","ER","Eastern Railway","Pink Book Item 2024-25","2024-25",27.48,82,79,48,19,TRUE,"CRS/ER/204/2026",TRUE,"2027-10-19","Pre-NI Staging","BDMS-NI-2026-ER-00090","Transferred to BDMS",0,0,0,,,"Sudhir Saxena (DSTE/Howrah)","RITES","WP/ER/2024-25/4",24.28,76.95
"PB-ECR-00091","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Bilaspur Jn","Danapur","ECR","East Central Railway","Pink Book Item 2023-24","2023-24",36.56,12,13,72,9,FALSE,"CRS/ECR/324/2026",FALSE,"2028-02-02","Sanctioned (Awaiting NI)","BDMS-NI-2026-ECR-00091","Transferred to BDMS",0,0,0,,,"Vikram Patel (DSTE/Danapur)","RVNL","WP/ECR/2023-24/40",31.03,73.02
"PB-WCR-00092","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Jaipur Jn","Jabalpur","WCR","West Central Railway","Pink Book Item 2022-23","2022-23",56.81,85,90,36,27,TRUE,"CRS/WCR/784/2026",TRUE,"2028-10-16","Pre-NI Staging","BDMS-NI-2026-WCR-00092","Transferred to BDMS",0,0,0,,,"Mohit Pandey (DSTE/Jabalpur)","Thales India","WP/WCR/2022-23/63",28.15,83.51
"PB-SWR-00093","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Malda Town","Hubballi","SWR","South Western Railway","Pink Book Item 2024-25","2024-25",49.82,88,81,48,9,TRUE,"CRS/SWR/498/2026",TRUE,"2028-06-20","Delayed / Revised","BDMS-NI-2026-SWR-00093","Transferred to BDMS",0,0,0,,,"Chandan Singh (DSTE/Hubballi)","Siemens Rail","WP/SWR/2024-25/69",25.3,91.35
"PB-WCR-00094","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Bhopal Jn","Bhopal","WCR","West Central Railway","Pink Book Item 2024-25","2024-25",22.06,1,9,48,29,FALSE,"CRS/WCR/853/2026",FALSE,"2026-11-04","Delayed / Revised",,"Pending Transfer",0,0,0,,,"Brij Kishore (DSTE/Bhopal)","RITES","WP/WCR/2024-25/6",24.58,80.05
"PB-SCR-00095","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Ranchi Jn","Guntur","SCR","South Central Railway","Pink Book Item 2022-23","2022-23",112.89,99,100,36,10,TRUE,"CRS/SCR/253/2026",TRUE,"2028-08-19","NI In Progress","BDMS-NI-2026-SCR-00095","Transferred to BDMS",47,6,3,"2026-08-21","2026-09-06","Ashok Rao (DSTE/Guntur)","Alstom India","WP/SCR/2022-23/151",16.7,90.37
"PB-NFR-00096","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Nagpur Jn","Alipurduar","NFR","Northeast Frontier Railway","Pink Book Item 2023-24","2023-24",61.98,67,63,48,8,TRUE,"CRS/NFR/489/2026",TRUE,"2028-10-25","Delayed / Revised","BDMS-NI-2026-NFR-00096","Transferred to BDMS",0,0,0,,,"Vikram Patel (DSTE/Alipurduar)","RVNL","WP/NFR/2023-24/192",14.8,74.14
"PB-NFR-00097","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Bengaluru City","Lumding","NFR","Northeast Frontier Railway","Pink Book Item 2023-24","2023-24",55.41,72,69,36,15,TRUE,"CRS/NFR/598/2026",TRUE,"2028-10-23","Pre-NI Staging","BDMS-NI-2026-NFR-00097","Transferred to BDMS",0,0,0,,,"Anil Gupta (DSTE/Lumding)","L&T","WP/NFR/2023-24/53",32.7,77.18
"PB-SER-00098","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Indore Jn","Chakradharpur","SER","South Eastern Railway","Pink Book Item 2025-26","2025-26",45.18,27,32,48,6,FALSE,"CRS/SER/801/2026",FALSE,"2027-02-22","NI In Progress","BDMS-NI-2026-SER-00098","Transferred to BDMS",9,20,1,"2026-08-27","2026-09-12","Kamlesh Joshi (DSTE/Chakradharpur)","RITES","WP/SER/2025-26/176",10,80.59
"PB-NWR-00099","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Vadodara Jn","Ajmer","NWR","North Western Railway","Pink Book Item 2022-23","2022-23",22.19,45,34,72,14,FALSE,"CRS/NWR/105/2026",TRUE,"2027-03-02","Sanctioned (Awaiting NI)","BDMS-NI-2026-NWR-00099","Transferred to BDMS",0,0,0,,,"Pankaj Dubey (DSTE/Ajmer)","RVNL","WP/NWR/2022-23/4",25.01,70.65
"PB-WCR-00100","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Warangal","Bhopal","WCR","West Central Railway","Pink Book Item 2024-25","2024-25",30.03,80,67,48,27,TRUE,"CRS/WCR/711/2026",TRUE,"2027-12-18","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Vinod Reddy (DSTE/Bhopal)","Siemens Rail","WP/WCR/2024-25/83",14.23,91.34
"PB-NER-00101","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Ramagundam","Varanasi","NER","North Eastern Railway","Pink Book Item 2024-25","2024-25",17.49,77,63,72,20,TRUE,"CRS/NER/618/2026",TRUE,"2026-11-17","Pre-NI Staging","BDMS-NI-2026-NER-00101","Transferred to BDMS",0,0,0,,,"Pradeep Singh (DSTE/Varanasi)","RITES","WP/NER/2024-25/85",30.35,82.85
"PB-SR-00102","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Ramagundam","Madurai","SR","Southern Railway","LAW Sanction Item 2023-24","2023-24",8.74,75,68,12,27,TRUE,"CRS/SR/141/2026",TRUE,"2028-01-03","Commissioned","BDMS-NI-2026-SR-00102","Transferred to BDMS",0,0,0,,,"Rajan Pillai (DSTE/Madurai)","Medha Servo","WP/SR/2023-24/131",20.6,80.25
"PB-ER-00103","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Balharshah Jn","Asansol","ER","Eastern Railway","Pink Book Item 2022-23","2022-23",47.2,44,38,48,24,FALSE,"CRS/ER/172/2026",TRUE,"2027-09-02","NI In Progress","BDMS-NI-2026-ER-00103","Transferred to BDMS",10,23,0,"2026-08-08","2026-09-11","Pradeep Singh (DSTE/Asansol)","RVNL","WP/ER/2022-23/85",11.81,69.02
"PB-NR-00104","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Solapur Jn","Firozpur","NR","Northern Railway","Pink Book Item 2023-24","2023-24",28.16,18,7,72,19,FALSE,"CRS/NR/201/2026",FALSE,"2028-09-26","Pre-NI Staging","BDMS-NI-2026-NR-00104","Transferred to BDMS",0,0,0,,,"Tapan Roy (DSTE/Firozpur)","Thales India","WP/NR/2023-24/163",14.79,71.42
"PB-NER-00105","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Chennai Central","Varanasi","NER","North Eastern Railway","Pink Book Item 2024-25","2024-25",78.7,2,0,36,9,FALSE,"CRS/NER/560/2026",FALSE,"2028-04-08","Sanctioned (Awaiting NI)","BDMS-NI-2026-NER-00105","Transferred to BDMS",0,0,0,,,"Jagdish Lal (DSTE/Varanasi)","HBL","WP/NER/2024-25/27",31.03,80.61
"PB-WCR-00106","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Solapur Jn","Jabalpur","WCR","West Central Railway","Pink Book Item 2022-23","2022-23",54.7,12,9,48,23,FALSE,"CRS/WCR/332/2026",FALSE,"2028-10-30","Pre-NI Staging","BDMS-NI-2026-WCR-00106","Transferred to BDMS",0,0,0,,,"Rakesh Jha (DSTE/Jabalpur)","L&T","WP/WCR/2022-23/32",29.17,68.85
"PB-WR-00107","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Kota Jn","Rajkot","WR","Western Railway","LAW Sanction Item 2023-24","2023-24",29.18,4,14,24,15,FALSE,"CRS/WR/351/2026",FALSE,"2027-01-28","NI In Progress","BDMS-NI-2026-WR-00107","Transferred to BDMS",47,29,3,"2026-08-29","2026-09-09","Girish Kale (DSTE/Rajkot)","Medha Servo","WP/WR/2023-24/169",23.37,74.95
"PB-ER-00108","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Wadi Jn","Sealdah","ER","Eastern Railway","Pink Book Item 2022-23","2022-23",27.6,71,71,60,12,TRUE,"CRS/ER/757/2026",TRUE,"2028-04-14","Commissioned",,"Pending Transfer",0,0,0,,,"Sunil Das (DSTE/Sealdah)","Medha Servo","WP/ER/2022-23/190",11.09,90.06
"PB-SCR-00109","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Patna Jn","Guntur","SCR","South Central Railway","Pink Book Item 2023-24","2023-24",49.52,53,48,48,16,TRUE,"CRS/SCR/346/2026",TRUE,"2028-11-28","Commissioned","BDMS-NI-2026-SCR-00109","Transferred to BDMS",0,0,0,,,"Deepak Chauhan (DSTE/Guntur)","Alstom India","WP/SCR/2023-24/119",25.02,92.98
"PB-SECR-00110","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Salem Jn","Nagpur","SECR","South East Central Railway","Pink Book Item 2025-26","2025-26",114.57,22,7,36,20,FALSE,"CRS/SECR/948/2026",FALSE,"2028-06-30","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Satish Chandra (DSTE/Nagpur)","HBL","WP/SECR/2025-26/65",17.49,71.12
"PB-SCR-00111","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Patna Jn","Hyderabad","SCR","South Central Railway","Pink Book Item 2022-23","2022-23",25.71,5,7,48,16,FALSE,"CRS/SCR/349/2026",FALSE,"2027-01-25","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Manoj Verma (DSTE/Hyderabad)","RITES","WP/SCR/2022-23/30",18.1,72.27
"PB-ECoR-00112","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Kazipet Jn","Khurda Road","ECoR","East Coast Railway","Pink Book Item 2024-25","2024-25",29.18,47,41,48,22,FALSE,"CRS/ECoR/395/2026",TRUE,"2028-12-25","Commissioned","BDMS-NI-2026-ECoR-00112","Transferred to BDMS",0,0,0,,,"Suresh Yadav (DSTE/Khurda Road)","RVNL","WP/ECoR/2024-25/27",10.88,68.62
"PB-SWR-00113","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Ajmer Jn","Hubballi","SWR","South Western Railway","Pink Book Item 2023-24","2023-24",57.95,11,0,48,11,FALSE,"CRS/SWR/304/2026",FALSE,"2027-08-06","Delayed / Revised","BDMS-NI-2026-SWR-00113","Transferred to BDMS",0,0,0,,,"Mohit Pandey (DSTE/Hubballi)","RVNL","WP/SWR/2023-24/182",13.1,93.01
