"failure_id","failure_timestamp","failure_date","failure_hour","failure_month","station_code","division","zone_code","zone_name","failed_gear_type","failed_gear_type_name","gear_number","asset_id","severity","nature_of_fault","root_cause_category","environmental_factor","detection_method","detection_delay_minutes","detention_minutes","trains_affected","restoration_timestamp","restoration_duration_minutes","restoration_duration_formatted","restoration_action","attending_supervisor","reported_by","status","bdms_emergency_token","transfer_status","requested_block_minutes","traffic_impact","asset_age_years","asset_codal_expired","asset_make","is_monsoon_related","latitude","longitude","sensor_voltage_V","sensor_current_A","sensor_vibration_mm_s","sensor_temperature_C","sensor_humidity_pct","sensor_insulation_resistance_MOhm"
"SFR-000051","2025-11-01 09:08:00","2025-11-01",14,"Nov","Secunderabad Jn","Rangiya","NFR","Northeast Frontier Railway","PSF","Power Supply Failure","GR-86721","PWR-000692","Medium","Solar panel degradation reducing charging efficiency","Other","Normal","SSE/JE Patrol",8,29,5,,,"Ongoing",,"Naveen Kulkarni (SSE/Sig)","Tech/Sig","Active","BDMS-EMG-2026-NFR-00051","Emergency Block Granted in BDMS",45,"29m detention · 2 trains affected",9,FALSE,"Medha",FALSE,25.64,79.69,256.9,22.68,1.71,41.13,43.41,13.79
"SFR-000052","2026-01-04 23:31:00","2026-01-04",5,"Jan","Jabalpur Jn","Jabalpur","WCR","West Central Railway","SF","Signal Failure","GR-79250","CLS-001661","Medium","Internal wiring fault in multi-aspect signal head","Other","Normal","CMS Auto Alert",34,4,2,,,"Ongoing",,"Pankaj Dubey (JE/Sig)","SSE/Sig","Active","BDMS-EMG-2026-WCR-00052","Emergency Block Granted in BDMS",90,"4m detention · 1 trains affected",11,FALSE,"Hitachi",FALSE,20.12,93.14,23.2,0.84,0.44,28.75,39.48,131.21
"SFR-000053","2026-07-18 07:44:00","2026-07-18",13,"Jul","Nagpur Jn","Delhi","NR","Northern Railway","PF","Point Failure","GR-30706","PNT-000610","Medium","Internal gear mechanism jam due to foreign body","Other","Heavy Rain","Station Master Report",10,26,7,,,"Ongoing",,"Girish Kale (SSE/Sig)","SM/Station Master","Active","BDMS-EMG-2026-NR-00053","Emergency Block Granted in BDMS",90,"26m detention · 2 trains affected",4,FALSE,"Kyosan",TRUE,20.37,91.99,117.48,3.29,10.13,43.92,75.23,82.14
"SFR-000054","2026-08-21 22:46:00","2026-08-21",4,"Aug","Ambala Cantt","Rangiya","NFR","Northeast Frontier Railway","CF","Cable Fault","GR-96024","CBL-000497","High","Cable theft at isolated location between stations","External/Vandalism","Storm/Lightning","Station Master Report",8,26,6,,,"Ongoing",,"Deepak Chauhan (SSE/Sig)","CMS Alert","Active","BDMS-EMG-2026-NFR-00054","Emergency Block Granted in BDMS",60,"26m detention · 2 trains affected",9,FALSE,"BHEL",TRUE,17.76,94.51,,,,32.33,87.81,61.01
"SFR-000055","2026-09-12 15:41:00","2026-09-12",21,"Sept","Bilaspur Jn","Samastipur","ECR","East Central Railway","TCF","Track Circuit Failure","GR-35922","TC-001577","Low","Bond wire high resistance due to corroded weld","Other","Heavy Rain","CMS Auto Alert",10,14,6,,,"Ongoing",,"Jagdish Lal (JE/Sig)","SSE/Sig","Active","BDMS-EMG-2026-ECR-00055","Emergency Block Granted in BDMS",90,"14m detention · 1 trains affected",26,TRUE,"Kyosan",TRUE,12.4,85.36,9.02,0.25,0.95,37.56,81.04,20.71
"SFR-000056","2026-02-10 17:14:00","2026-02-10",22,"Feb","Kharagpur Jn","Sealdah","ER","Eastern Railway","OFCF","OFC Fault","GR-26336","OFC-001703","Low","OFC cable crushed in underground duct","Other","Normal","CMS Auto Alert",9,27,7,,,"Ongoing",,"Pankaj Dubey (SSE/Sig)","Control Room","Active","BDMS-EMG-2026-ER-00056","Emergency Block Granted in BDMS",90,"27m detention · 2 trains affected",12,FALSE,"Alstom",FALSE,15.29,93.7,,,,28,55.37,
"SFR-000057","2026-02-10 07:38:00","2026-02-10",13,"Feb","Moradabad Jn","Hyderabad","SCR","South Central Railway","PF","Point Failure","GR-27036","PNT-001547","High","Slide chair lubrication failure leading to stiff operation","Mechanical","Normal","CMS Auto Alert",12,26,3,,,"Ongoing",,"Shankar Dey (SSE/Sig)","JE/Sig","Active",,"Pending Emergency Dispatch",60,"26m detention · 2 trains affected",29,TRUE,"Thales",FALSE,30.77,77.62,114.64,3.44,13.86,39.79,45.45,72.52
"SFR-000058","2026-06-26 00:32:00","2026-06-26",6,"Jun","Firozpur Jn","Kota","WCR","West Central Railway","PF","Point Failure","GR-67517","PNT-001919","High","Lock stretcher bar insulation degraded below 50 Ohms","Aging/Degradation","Heavy Rain","SSE/JE Patrol",5,196,28,,,"Ongoing",,"Hemant Bansal (JE/Sig)","Tech/Sig","Active","BDMS-EMG-2026-WCR-00058","Emergency Block Granted in BDMS",60,"196m detention · 19 trains affected",22,TRUE,"Alstom",TRUE,11.38,77.27,98.71,3.27,12.47,49.17,73.16,44.31
"SFR-000059","2026-08-09 01:51:00","2026-08-09",7,"Aug","Coimbatore Jn","Sambalpur","ECoR","East Coast Railway","TCF","Track Circuit Failure","GR-08633","TC-000050","Critical","Wet ballast causing short circuit and false occupancy","Environmental","Heavy Rain","SSE/JE Patrol",11,26,5,,,"Ongoing",,"Dharmendra Pal (SSE/Sig)","CMS Alert","Active",,"Pending Emergency Dispatch",90,"26m detention · 2 trains affected",25,TRUE,"GE Transportation",TRUE,28.97,72.55,11.68,0.23,4.09,32.54,86.04,33.9
"SFR-000060","2025-09-02 19:15:00","2025-09-02",0,"Sept","Manmad Jn","Sealdah","ER","Eastern Railway","PSF","Power Supply Failure","GR-00737","PWR-001375","Medium","UPS inverter failure triggering emergency switchover","Other","Heavy Rain","CMS Auto Alert",19,36,8,,,"Ongoing",,"Govind Ram (JE/Sig)","Control Room","Active","BDMS-EMG-2026-ER-00060","Emergency Block Granted in BDMS",90,"36m detention · 3 trains affected",14,FALSE,"Medha",TRUE,18.52,75.59,183.06,26.6,3.52,46.79,68.02,30.4
"SFR-000061","2026-04-18 12:57:00","2026-04-18",18,"Apr","Howrah Jn","Lucknow","NER","North Eastern Railway","PF","Point Failure","GR-50468","PNT-000297","Critical","Debris obstruction between switch rail and stock rail","Contamination","Dust Storm","CMS Auto Alert",19,19,2,,,"Ongoing",,"Jagdish Lal (JE/Sig)","JE/Sig","Active","BDMS-EMG-2026-NER-00061","Emergency Block Granted in BDMS",90,"19m detention · 1 trains affected",4,FALSE,"Siemens",FALSE,25.72,74.3,114.5,3.42,8.17,48.08,47.54,69.1
"SFR-000062","2026-08-06 22:12:00","2026-08-06",3,"Aug","Patna Jn","Jabalpur","WCR","West Central Railway","PF","Point Failure","GR-13588","PNT-001615","High","Friction clutch torque exceeded due to heavy contamination","Mechanical","Heavy Rain","Station Master Report",3,25,7,,,"Ongoing",,"Yogesh Soni (JE/Sig)","Tech/Sig","Active",,"Pending Emergency Dispatch",45,"25m detention · 2 trains affected",12,FALSE,"Alstom",TRUE,19.24,89.48,86.98,3.69,6.18,39.8,80.37,77.17
"SFR-000063","2026-06-18 12:27:00","2026-06-18",17,"Jun","Malda Town","Moradabad","NR","Northern Railway","TCF","Track Circuit Failure","GR-41713","TC-000189","Medium","Insulated rail joint (IRJ) failure bridging track sections","Other","Flooding","Driver Report",4,32,8,,,"Ongoing",,"Kishore Nath (SSE/Sig)","Control Room","Active","BDMS-EMG-2026-NR-00063","Emergency Block Granted in BDMS",90,"32m detention · 3 trains affected",20,TRUE,"Thales",TRUE,26.76,83.2,13.54,0.09,2.69,44.76,74.64,20.08
"SFR-000064","2025-09-17 11:19:00","2025-09-17",16,"Sept","Indore Jn","Bhusaval","CR","Central Railway","TCF","Track Circuit Failure","GR-94170","TC-000360","Critical","Ballast resistance drop below 2 ohm-km threshold","Contamination","Normal","SSE/JE Patrol",56,56,10,,,"Ongoing",,"Pankaj Dubey (SSE/Sig)","SSE/Sig","Active","BDMS-EMG-2026-CR-00064","Emergency Block Granted in BDMS",30,"56m detention · 5 trains affected",21,TRUE,"Kyosan",TRUE,18.95,92.2,12.02,0.13,2.7,37.17,81.18,16.89
"SFR-000065","2026-05-20 00:42:00","2026-05-20",6,"May","Agra Cantt","Raipur","SECR","South East Central Railway","PF","Point Failure","GR-04578","PNT-000716","Medium","Lock stretcher bar insulation degraded below 50 Ohms","Aging/Degradation","Normal","CMS Auto Alert",3,51,7,,,"Ongoing",,"Umesh Tripathi (JE/Sig)","JE/Sig","Active","BDMS-EMG-2026-SECR-00065","Emergency Block Granted in BDMS",45,"51m detention · 5 trains affected",24,TRUE,"Kyosan",FALSE,15.11,72.81,97.14,4.47,6.01,54.51,56.62,118.38
"SFR-000066","2026-05-28 18:42:00","2026-05-28",0,"May","Visakhapatnam","Izzatnagar","NER","North Eastern Railway","CF","Cable Fault","GR-66195","CBL-000886","Medium","Mechanical damage from ballast tamping machine","Mechanical","Heavy Rain","SSE/JE Patrol",8,68,13,,,"Ongoing",,"Vinod Reddy (SSE/Sig)","JE/Sig","Active",,"Pending Emergency Dispatch",90,"68m detention · 6 trains affected",3,FALSE,"Medha",FALSE,23.57,70.18,,,,39.84,72.72,70.23
"SFR-000067","2026-08-01 12:43:00","2026-08-01",18,"Aug","Patna Jn","Adra","SER","South Eastern Railway","PSF","Power Supply Failure","GR-66780","PWR-001000","Medium","Voltage regulator malfunction causing over-voltage condition","Electrical","Normal","Station Master Report",17,19,2,,,"Ongoing",,"Dinesh Prasad (JE/Sig)","CMS Alert","Active","BDMS-EMG-2026-SER-00067","Emergency Block Granted in BDMS",90,"19m detention · 1 trains affected",23,TRUE,"Hitachi",TRUE,20.29,76.98,203.13,27.09,1.42,45.51,72.08,20.58
"SFR-000068","2025-10-14 10:28:00","2025-10-14",15,"Oct","Malda Town","Khurda Road","ECoR","East Coast Railway","PF","Point Failure","GR-79816","PNT-001365","High","Detection rod bent due to track maintenance disturbance","Other","Normal","CMS Auto Alert",11,28,7,,,"Ongoing",,"Dharmendra Pal (SSE/Sig)","Control Room","Active","BDMS-EMG-2026-ECoR-00068","Emergency Block Granted in BDMS",90,"28m detention · 2 trains affected",13,FALSE,"Bombardier",FALSE,16.1,69.38,122.22,4.58,8.9,40.29,63.61,97.76
"SFR-000069","2026-08-22 18:10:00","2026-08-22",23,"Aug","Wadi Jn","Waltair","ECoR","East Coast Railway","ACF","Axle Counter Failure","GR-83670","AXC-000183","Medium","Trackside electronic unit (TEU) software lockup","Software/Communication","Flooding","Station Master Report",26,8,4,,,"Ongoing",,"Ganesh Iyer (JE/Sig)","Control Room","Active","BDMS-EMG-2026-ECoR-00069","Emergency Block Granted in BDMS",45,"8m detention · 1 trains affected",23,TRUE,"BHEL",TRUE,12.29,70.61,16.89,1.86,5.58,35.96,88.64,61.92
"SFR-000070","2026-06-03 07:39:00","2026-06-03",13,"Jun","Nanded","Mumbai","CR","Central Railway","PF","Point Failure","GR-04738","PNT-001017","High","Internal gear mechanism jam due to foreign body","Other","Flooding","CMS Auto Alert",39,17,2,,,"Ongoing",,"Krishna Murthy (JE/Sig)","Tech/Sig","Active","BDMS-EMG-2026-CR-00070","Emergency Block Granted in BDMS",90,"17m detention · 1 trains affected",20,TRUE,"Hitachi",TRUE,21.66,88.6,79.84,3.59,7.21,49.62,73.3,51.39
"SFR-000071","2025-10-08 16:19:00","2025-10-08",21,"Oct","Kharagpur Jn","Varanasi","NER","North Eastern Railway","CF","Cable Fault","GR-35536","CBL-000873","Medium","Thermal degradation of cable insulation due to overheating","Thermal","Normal","Station Master Report",82,10,3,,,"Ongoing",,"Ashok Rao (JE/Sig)","CMS Alert","Active",,"Pending Emergency Dispatch",60,"10m detention · 1 trains affected",25,FALSE,"BHEL",FALSE,30.58,94.33,,,,25.31,74.13,60.46
"SFR-000072","2026-01-17 07:05:00","2026-01-17",12,"Jan","Patna Jn","Nagpur","SECR","South East Central Railway","TCF","Track Circuit Failure","GR-12069","TC-000486","Medium","Wet ballast causing short circuit and false occupancy","Environmental","Normal","Control Room Observation",5,45,8,,,"Ongoing",,"Dharmendra Pal (JE/Sig)","Tech/Sig","Active","BDMS-EMG-2026-SECR-00072","Emergency Block Granted in BDMS",60,"45m detention · 4 trains affected",18,FALSE,"Siemens",FALSE,10.84,69.62,15.07,0.28,2.07,32.88,49.85,23.97
"SFR-000073","2026-04-20 01:33:00","2026-04-20",7,"Apr","Moradabad Jn","Sambalpur","ECoR","East Coast Railway","PF","Point Failure","GR-44312","PNT-000352","Medium","Mechanical wear on detection notches causing misalignment","Mechanical","Normal","CMS Auto Alert",101,69,10,,,"Ongoing",,"Jagdish Lal (SSE/Sig)","SM/Station Master","Active","BDMS-EMG-2026-ECoR-00073","Emergency Block Granted in BDMS",90,"69m detention · 6 trains affected",4,FALSE,"Siemens",FALSE,24.9,78.05,119.33,3.41,13.31,49.21,47.95,107.68
"SFR-000074","2026-05-01 09:58:00","2026-05-01",15,"May","Kota Jn","Jabalpur","WCR","West Central Railway","PSF","Power Supply Failure","GR-35637","PWR-000315","High","Charger rectifier unit tripping on overload","Other","Extreme Heat","SSE/JE Patrol",50,15,5,,,"Ongoing",,"Harish Menon (JE/Sig)","SM/Station Master","Active","BDMS-EMG-2026-WCR-00074","Emergency Block Granted in BDMS",30,"15m detention · 1 trains affected",12,FALSE,"Kyosan",FALSE,13.2,86.99,176.11,24.54,3.94,57.35,56.85,30.33
"SFR-000075","2026-04-10 17:50:00","2026-04-10",23,"Apr","Hubli Jn","Howrah","ER","Eastern Railway","PF","Point Failure","GR-61766","PNT-000118","Critical","Debris obstruction between switch rail and stock rail","Contamination","Normal","CMS Auto Alert",19,22,4,,,"Ongoing",,"Ravi Shankar (SSE/Sig)","Control Room","Active","BDMS-EMG-2026-ER-00075","Emergency Block Granted in BDMS",60,"22m detention · 2 trains affected",27,TRUE,"Thales",FALSE,29.46,81.93,134.55,4.08,6.76,46.57,54.51,49.79
"SFR-000076","2025-10-11 18:19:00","2025-10-11",23,"Oct","Visakhapatnam","Jaipur","NWR","North Western Railway","PF","Point Failure","GR-20852","PNT-000235","Medium","Mechanical wear on detection notches causing misalignment","Mechanical","Normal","SSE/JE Patrol",41,17,2,,,"Ongoing",,"Krishna Murthy (JE/Sig)","SSE/Sig","Active","BDMS-EMG-2026-NWR-00076","Emergency Block Granted in BDMS",30,"17m detention · 1 trains affected",3,FALSE,"Kyosan",FALSE,14.38,95.92,119.15,3.63,12.15,39.87,62.21,59.56
"SFR-000077","2025-09-09 04:51:00","2025-09-09",10,"Sept","New Delhi","Madgaon","KRCL","Konkan Railway","PF","Point Failure","GR-17988","PNT-000740","High","Slide chair lubrication failure leading to stiff operation","Mechanical","Storm/Lightning","IoT Sensor Alert",7,9,1,,,"Ongoing",,"Ganesh Iyer (SSE/Sig)","JE/Sig","Active","BDMS-EMG-2026-KRCL-00077","Emergency Block Granted in BDMS",45,"9m detention · 1 trains affected",17,TRUE,"Bombardier",TRUE,18.26,73.65,116.26,3.51,9.72,42.37,73.36,66.31
"SFR-000078","2026-04-28 23:17:00","2026-04-28",4,"Apr","Bhubaneswar","Lucknow","NER","North Eastern Railway","RF","Relay Failure","GR-83044","RLY-001161","Medium","Contact welding under high inrush current","Electrical","Normal","Station Master Report",8,20,2,,,"Ongoing",,"Sunil Das (SSE/Sig)","Control Room","Active","BDMS-EMG-2026-NER-00078","Emergency Block Granted in BDMS",60,"20m detention · 2 trains affected",26,TRUE,"HBL",FALSE,26.4,88.6,25.33,0.08,1.22,46.95,43.6,181.62
"SFR-000079","2025-10-18 05:06:00","2025-10-18",10,"Oct","Wadi Jn","Kota","WCR","West Central Railway","SF","Signal Failure","GR-08507","CLS-001428","High","LED unit failure causing blank signal aspect","Other","Normal","IoT Sensor Alert",13,43,10,,,"Ongoing",,"Sanjay Mishra (SSE/Sig)","JE/Sig","Active","BDMS-EMG-2026-WCR-00079","Emergency Block Granted in BDMS",45,"43m detention · 4 trains affected",20,FALSE,"Alstom",FALSE,11.53,68.55,18.16,1.43,0.07,29.87,53.93,91.97
"SFR-000080","2026-01-29 09:53:00","2026-01-29",15,"Jan","Jodhpur Jn","Agra","NCR","North Central Railway","ACF","Axle Counter Failure","GR-04571","AXC-001263","High","Wheel flat causing irregular detection pulse","Other","Normal","Station Master Report",2,86,13,,,"Ongoing",,"Santosh Nair (SSE/Sig)","SM/Station Master","Active","BDMS-EMG-2026-NCR-00080","Emergency Block Granted in BDMS",30,"86m detention · 8 trains affected",24,TRUE,"Medha",FALSE,20.04,94.25,16.67,1.92,7.98,31.5,42.99,38.33
"SFR-000081","2026-05-25 04:42:00","2026-05-25",10,"May","Katni Jn","Varanasi","NER","North Eastern Railway","EIF","Electronic Interlocking Failure","GR-92512","EI-000238","Critical","Software bug in route-setting logic causing lockout","Software/Communication","Normal","Station Master Report",37,34,6,,,"Ongoing",,"Tapan Roy (SSE/Sig)","JE/Sig","Active","BDMS-EMG-2026-NER-00081","Emergency Block Granted in BDMS",60,"34m detention · 3 trains affected",29,TRUE,"Hitachi",FALSE,26.68,85.78,22.83,6.33,1.1,44.25,43.54,753.85
"SFR-000082","2026-03-19 23:11:00","2026-03-19",4,"Mar","Gorakhpur Jn","Pune","CR","Central Railway","PF","Point Failure","GR-82609","PNT-001819","High","Debris obstruction between switch rail and stock rail","Contamination","Normal","IoT Sensor Alert",34,16,3,,,"Ongoing",,"Nitin Agarwal (JE/Sig)","Tech/Sig","Active","BDMS-EMG-2026-CR-00082","Emergency Block Granted in BDMS",60,"16m detention · 1 trains affected",7,FALSE,"BHEL",FALSE,20.35,78.82,125.76,4.23,9.5,42.68,42.22,64.07
"SFR-000083","2025-09-08 15:36:00","2025-09-08",21,"Sept","Bhopal Jn","Bikaner","NWR","North Western Railway","PF","Point Failure","GR-28820","PNT-000884","High","Mechanical wear on detection notches causing misalignment","Mechanical","Heavy Rain","Station Master Report",30,37,6,,,"Ongoing",,"Harish Menon (JE/Sig)","CMS Alert","Active","BDMS-EMG-2026-NWR-00083","Emergency Block Granted in BDMS",30,"37m detention · 3 trains affected",27,TRUE,"BHEL",TRUE,19.56,71.61,143.29,3.24,10.57,40.77,74.88,52.43
"SFR-000084","2026-07-17 05:18:00","2026-07-17",10,"Jul","Ranchi Jn","Raipur","SECR","South East Central Railway","SF","Signal Failure","GR-48142","CLS-000580","High","Colour light transformer secondary winding open","Other","Normal","CMS Auto Alert",13,34,8,,,"Ongoing",,"Raghav Pandey (JE/Sig)","CMS Alert","Active",,"Pending Emergency Dispatch",60,"34m detention · 3 trains affected",11,FALSE,"Siemens",TRUE,30.24,90.72,23.94,0.74,0.84,34.91,72.43,104.41
"SFR-000085","2026-01-22 20:43:00","2026-01-22",2,"Jan","Kharagpur Jn","Lucknow","NER","North Eastern Railway","RF","Relay Failure","GR-52446","RLY-001643","Critical","Relay base socket corrosion in humid conditions","Aging/Degradation","Dust Storm","CMS Auto Alert",14,9,1,,,"Ongoing",,"Nitin Agarwal (JE/Sig)","CMS Alert","Active","BDMS-EMG-2026-NER-00085","Emergency Block Granted in BDMS",60,"9m detention · 1 trains affected",24,TRUE,"Siemens",FALSE,26.13,88.14,25.04,0.2,0.87,33.01,34.24,271.93
"SFR-000086","2025-11-21 11:48:00","2025-11-21",17,"Nov","Surat","Chakradharpur","SER","South Eastern Railway","ACF","Axle Counter Failure","GR-96491","AXC-001591","Low","Counting error due to high-speed train wheel bounce","Environmental","Dust Storm","CMS Auto Alert",8,4,4,,,"Ongoing",,"Raghav Pandey (JE/Sig)","SSE/Sig","Active","BDMS-EMG-2026-SER-00086","Emergency Block Granted in BDMS",60,"4m detention · 1 trains affected",3,FALSE,"Thales",FALSE,11.05,77.11,16.32,1.91,7.01,29.2,51.31,50.41
"SFR-000087","2025-10-20 09:55:00","2025-10-20",15,"Oct","Ajmer Jn","Bilaspur","SECR","South East Central Railway","ACF","Axle Counter Failure","GR-91271","AXC-000849","Medium","Communication timeout between TEU and central evaluator","Software/Communication","Normal","CMS Auto Alert",14,15,5,,,"Ongoing",,"Pankaj Dubey (JE/Sig)","Tech/Sig","Active",,"Pending Emergency Dispatch",45,"15m detention · 1 trains affected",26,TRUE,"GE Transportation",FALSE,29.37,91.35,17.71,1.86,4.62,35,55.73,66.09
"SFR-000088","2026-09-20 14:25:00","2026-09-20",19,"Sept","Wadi Jn","Izzatnagar","NER","North Eastern Railway","CF","Cable Fault","GR-79345","CBL-001639","Medium","Thermal degradation of cable insulation due to overheating","Thermal","Cyclone","SSE/JE Patrol",150,67,9,,,"Ongoing",,"Naveen Kulkarni (SSE/Sig)","Tech/Sig","Active","BDMS-EMG-2026-NER-00088","Emergency Block Granted in BDMS",60,"67m detention · 6 trains affected",13,FALSE,"GE Transportation",TRUE,31.33,78.23,,,,32.72,90.57,51.53
"SFR-000089","2025-11-29 15:45:00","2025-11-29",21,"Nov","Ramagundam","Agra","NCR","North Central Railway","CF","Cable Fault","GR-40335","CBL-000897","Low","Water ingress in cable joint causing earth fault","Environmental","Extreme Heat","Driver Report",30,53,11,,,"Ongoing",,"Deepak Chauhan (JE/Sig)","Tech/Sig","Active","BDMS-EMG-2026-NCR-00089","Emergency Block Granted in BDMS",30,"53m detention · 5 trains affected",17,FALSE,"Alstom",FALSE,30.17,68.53,,,,26.06,59.58,51.51
"SFR-000090","2025-10-18 11:01:00","2025-10-18",16,"Oct","Varanasi Jn","Hyderabad","SCR","South Central Railway","SF","Signal Failure","GR-43186","CLS-001252","Medium","Approach lighting control circuit fault","Electrical","Normal","SSE/JE Patrol",37,62,9,,,"Ongoing",,"Umesh Tripathi (JE/Sig)","CMS Alert","Active","BDMS-EMG-2026-SCR-00090","Emergency Block Granted in BDMS",90,"62m detention · 6 trains affected",5,FALSE,"Siemens",FALSE,30.07,94.31,19.92,1.18,2.24,31.28,51.97,104.32
"SFR-000091","2026-09-23 18:17:00","2026-09-23",23,"Sept","Kazipet Jn","Sambalpur","ECoR","East Coast Railway","PF","Point Failure","GR-18066","PNT-000772","Low","Ballast accumulation preventing full stroke movement","Contamination","Normal","IoT Sensor Alert",22,61,12,,,"Ongoing",,"Vikas Rawat (JE/Sig)","SSE/Sig","Active","BDMS-EMG-2026-ECoR-00091","Emergency Block Granted in BDMS",90,"61m detention · 6 trains affected",17,TRUE,"Alstom",TRUE,33.34,72.39,102.32,3.73,12.97,39.97,72.72,72.66
